sector,state,collateral_type,business_age_months,monthly_revenue,monthly_expenses,loan_amount,loan_tenor_months,interest_rate,avg_monthly_txn_count,avg_txn_value,airtime_topup_freq_monthly,mobile_money_balance_volatility,utility_payment_consistency,prior_loans_count,prior_default_count,bvn_linked,has_registered_business,owner_age,default
Food Services,Delta,None,20,672139.8,470189.02,1749804.0,12,0.331,50,13442.8,9,0.606,0.393,1,0,1,0,41,1
Food Services,Abuja,Vehicle,38,531882.43,401243.71,333103.89,6,0.384,51,10429.07,6,0.293,0.512,3,0,1,1,49,0
Tech,Oyo,Inventory,109,557824.0,294466.98,630753.67,18,0.191,56,9961.14,6,0.863,0.588,1,0,0,1,41,0
Retail,Kaduna,Vehicle,1,1238020.08,758294.36,3667691.55,24,0.395,66,18757.88,9,0.887,0.254,1,0,0,0,52,1
Fashion,Lagos,Property,35,473534.78,434290.73,995565.57,6,0.422,56,8455.98,7,0.433,0.809,0,0,0,1,26,0
Agric,Enugu,Vehicle,124,121782.15,63180.69,180575.39,24,0.438,69,1764.96,8,0.186,0.923,2,2,1,1,64,0
Transport,Kaduna,Property,27,228117.85,145019.08,158463.03,24,0.159,65,3509.51,8,0.268,0.388,0,0,1,1,30,0
Transport,Kaduna,Vehicle,100,217700.53,131053.53,519891.77,3,0.419,62,3511.3,9,0.815,0.706,1,0,1,0,52,0
Transport,Rivers,Equipment,156,934517.9,522028.72,2629046.6,3,0.169,57,16395.05,9,0.722,0.918,2,0,1,0,59,1
Agric,Kaduna,None,140,1684563.67,1542990.08,3965225.29,9,0.264,70,24065.2,4,0.381,0.394,1,0,0,1,51,0
Fashion,Kaduna,Inventory,22,2728397.69,1518771.37,2158240.14,18,0.315,59,46244.03,7,0.462,0.683,1,1,1,1,61,0
Transport,Lagos,Property,27,167475.95,120619.04,306423.32,12,0.217,65,2576.55,7,0.776,0.379,1,0,1,1,35,1
Food Services,Enugu,None,127,1274727.62,1118929.48,1920922.21,18,0.253,63,20233.77,6,0.382,0.229,1,1,1,1,62,0
Agric,Enugu,Vehicle,63,419339.41,210400.36,1157422.75,18,0.422,59,7107.45,10,0.752,0.994,0,0,1,0,23,0
Transport,Delta,None,75,10131017.04,5560281.61,24372841.52,6,0.203,56,180911.02,5,0.655,0.832,2,0,0,1,23,0
Fashion,Lagos,Property,86,2533718.94,1656678.19,6346784.86,12,0.312,55,46067.62,4,0.691,0.82,3,1,1,0,63,1
Agric,Delta,Inventory,104,3374325.03,1911156.12,5177382.93,3,0.398,53,63666.51,1,0.083,0.332,1,0,0,0,63,0
Fashion,Oyo,Property,81,1501831.38,874361.45,844309.61,3,0.222,44,34132.53,6,0.529,0.518,4,0,1,1,41,1
Trading,Abuja,Vehicle,5,1028589.88,787920.54,2467069.19,18,0.431,61,16862.13,15,0.857,0.8,1,0,1,0,23,0
Fashion,Kano,Inventory,17,507714.89,292841.85,1057722.12,24,0.444,68,7466.4,6,0.853,0.458,0,0,1,0,50,0
Transport,Kaduna,Equipment,1,425326.02,334936.27,363103.58,12,0.23,52,8179.35,5,0.834,0.383,1,0,1,1,23,0
Agric,Delta,None,48,355011.49,323764.56,849164.98,18,0.292,53,6698.33,6,0.546,0.344,2,1,1,1,21,1
Trading,Abuja,Property,147,1271640.16,767107.91,1110461.53,24,0.153,66,19267.28,13,0.825,0.458,1,0,1,1,38,0
Fashion,Delta,Property,174,2970861.45,1769231.93,6979182.0,3,0.438,61,48702.65,9,0.487,0.381,1,0,1,1,32,0
Agric,Enugu,None,86,529068.37,267246.78,1208410.76,18,0.191,63,8397.91,8,0.107,0.596,2,0,1,0,44,0
Tech,Rivers,None,5,380745.35,192885.55,197528.16,12,0.278,66,5768.87,10,0.69,0.772,2,1,1,1,22,1
Trading,Oyo,Inventory,13,191922.5,130215.95,467703.8,24,0.352,54,3554.12,6,0.535,0.859,3,0,1,1,59,0
Food Services,Kaduna,None,146,909111.02,654622.6,1381074.54,6,0.345,42,21645.5,15,0.738,0.479,0,0,1,0,33,1
Tech,Lagos,Property,62,2205226.39,1284025.82,3895439.42,12,0.346,54,40837.53,6,0.387,0.666,1,0,0,0,49,0
Food Services,Lagos,None,158,2306852.48,1488714.76,6716931.93,24,0.155,45,51263.39,8,0.679,0.556,2,1,1,0,56,0
Agric,Lagos,Vehicle,91,2522080.88,1420283.31,7060876.12,9,0.37,67,37643.0,5,0.342,0.669,2,1,1,0,55,0
Agric,Oyo,Vehicle,158,1060091.68,855028.84,1544203.97,6,0.374,57,18598.1,8,0.721,0.585,3,0,0,0,26,0
Transport,Lagos,Vehicle,25,791092.18,535429.12,1798890.81,24,0.314,60,13184.87,16,0.34,0.265,2,0,1,1,36,0
Transport,Delta,Inventory,154,2312933.14,1920776.14,4123299.05,3,0.369,61,37916.94,9,0.55,0.244,3,1,1,1,58,0
Fashion,Rivers,None,98,268590.95,200809.57,686383.78,18,0.15,55,4883.47,11,0.576,0.266,0,0,1,1,60,0
Food Services,Lagos,Property,79,490528.94,328548.74,637267.01,24,0.2,69,7109.12,7,0.199,0.517,2,0,1,1,28,0
Fashion,Abuja,Equipment,95,3401623.15,2659610.11,5705691.67,3,0.172,58,58648.68,11,0.538,0.504,2,0,0,0,62,0
Trading,Kaduna,Vehicle,59,277299.94,139544.57,216577.94,9,0.244,69,4018.84,9,0.707,0.962,1,0,1,1,34,0
Retail,Delta,Inventory,108,707142.64,573255.08,1991809.82,12,0.211,69,10248.44,7,0.31,0.205,1,1,1,0,24,1
Food Services,Abuja,None,138,1287480.22,858713.01,3542884.58,3,0.206,57,22587.37,9,0.749,0.234,0,0,1,1,59,0
Tech,Oyo,Vehicle,146,785777.3,574489.13,935197.53,3,0.276,47,16718.67,9,0.591,0.667,0,0,1,0,36,0
Food Services,Kaduna,Property,176,2052308.38,1509543.42,4017256.61,6,0.337,68,30181.01,8,0.577,0.938,1,1,1,1,26,0
Tech,Kaduna,None,74,2879451.41,2163290.28,4163414.55,24,0.313,58,49645.71,7,0.628,0.486,3,1,1,1,59,0
Trading,Rivers,Equipment,138,1123206.26,916619.35,999078.67,9,0.401,52,21600.12,6,0.707,0.652,1,0,0,1,21,0
Tech,Kaduna,None,160,2548604.35,1401199.12,1561166.88,18,0.268,55,46338.26,13,0.706,0.762,1,1,0,0,44,1
Fashion,Kaduna,Inventory,4,316219.57,227690.74,808598.93,12,0.272,69,4582.89,12,0.416,0.746,0,0,1,1,44,0
Transport,Enugu,Inventory,85,632993.03,340182.39,774052.87,9,0.153,47,13467.94,7,0.718,0.635,1,0,1,0,61,0
Trading,Oyo,Inventory,126,6354489.07,3846810.52,11365668.67,3,0.378,55,115536.16,5,0.549,0.91,1,0,1,0,59,0
Agric,Kano,None,82,4191785.69,2452903.17,11555526.42,24,0.331,63,66536.28,13,0.457,0.947,4,0,1,1,62,0
Fashion,Delta,None,18,231134.42,177839.26,127057.82,12,0.188,61,3789.09,13,0.802,0.851,3,0,1,1,54,0
Food Services,Kaduna,Inventory,118,721086.1,557214.86,1347340.88,9,0.207,66,10925.55,15,0.464,0.957,3,0,1,1,27,0
Fashion,Oyo,None,73,824446.2,720487.44,2381604.67,9,0.201,73,11293.78,8,0.464,0.488,0,0,1,1,22,0
Trading,Enugu,Inventory,111,1061159.92,779768.67,2677530.58,9,0.272,56,18949.28,9,0.138,0.616,1,0,1,0,51,0
Transport,Kano,Inventory,1,2295906.69,1917323.92,2406748.52,24,0.161,52,44152.05,9,0.791,0.739,0,0,0,0,46,0
Fashion,Enugu,Equipment,3,3818022.49,3436545.12,3826382.9,9,0.384,62,61581.01,11,0.698,0.36,2,1,1,1,57,1
Transport,Lagos,Equipment,108,754397.4,422531.48,1815243.31,24,0.245,50,15087.95,7,0.801,0.245,0,0,1,1,60,1
Transport,Delta,None,176,2002260.23,1650735.82,1400233.46,3,0.426,59,33936.61,5,0.898,0.343,1,0,1,0,36,0
Tech,Oyo,None,115,1307171.86,846486.91,2612259.94,6,0.231,58,22537.45,9,0.286,0.317,2,0,1,0,59,0
Agric,Oyo,Property,169,715675.62,447389.36,776691.38,3,0.26,83,8622.6,6,0.758,0.741,1,0,1,1,51,0
Agric,Rivers,Property,152,158206.69,147660.98,411043.61,24,0.426,74,2137.93,9,0.645,0.678,3,0,1,0,34,0
Fashion,Oyo,Vehicle,51,1824152.87,1081550.35,2642359.0,12,0.201,48,38003.18,10,0.42,0.991,2,0,1,0,46,1
Trading,Lagos,Vehicle,19,1257547.99,1146316.45,1933393.36,9,0.404,60,20959.13,7,0.868,0.747,4,0,1,1,62,0
Trading,Delta,Equipment,100,1035743.73,901793.49,2574898.7,3,0.195,54,19180.44,3,0.304,0.48,1,1,0,1,21,0
Retail,Enugu,Property,112,301601.14,270049.02,217218.93,3,0.299,56,5385.73,9,0.172,0.908,1,1,1,1,32,0
Fashion,Kano,Inventory,138,4253375.86,3248271.51,8516973.77,24,0.412,68,62549.64,7,0.22,0.792,1,1,1,1,63,0
Transport,Kaduna,Property,94,836703.21,638502.96,2431919.28,24,0.198,63,13281.0,11,0.64,0.319,1,1,1,1,61,1
Transport,Kaduna,Vehicle,165,261126.95,177869.74,555140.06,6,0.161,56,4662.98,13,0.743,0.491,3,1,1,1,36,0
Tech,Lagos,Property,152,225914.45,153715.29,159152.22,18,0.222,59,3829.06,6,0.551,0.791,2,0,1,0,62,0
Trading,Lagos,Inventory,105,1342071.88,1184781.38,3719326.5,6,0.229,45,29823.82,8,0.466,0.976,1,1,0,1,64,0
Retail,Abuja,Inventory,99,1378525.17,929801.2,1133654.32,24,0.272,68,20272.43,6,0.478,0.385,3,0,1,0,57,0
Trading,Lagos,None,4,480840.48,345730.84,683811.32,3,0.373,55,8742.55,8,0.11,0.994,1,1,0,0,56,1
Fashion,Oyo,Inventory,140,1106113.02,1049011.91,1055449.15,3,0.164,66,16759.29,12,0.752,0.43,2,0,1,1,42,0
Fashion,Oyo,Property,122,1330207.77,877193.86,3065639.24,9,0.322,69,19278.37,2,0.407,0.658,1,1,1,1,27,1
Agric,Oyo,Equipment,161,827308.3,719895.77,961521.92,6,0.368,57,14514.18,8,0.219,0.508,3,1,1,1,43,0
Retail,Lagos,None,17,388012.56,242406.57,447290.29,18,0.392,62,6258.27,5,0.071,0.734,3,0,0,0,28,0
Retail,Delta,Equipment,27,1732750.09,885925.9,2657863.04,24,0.44,45,38505.56,9,0.306,0.551,0,0,1,0,63,0
Food Services,Delta,Inventory,121,1550159.18,1189038.03,1883810.08,24,0.398,58,26726.88,6,0.175,0.402,0,0,1,1,63,0
Tech,Oyo,Inventory,88,1215799.01,870154.27,2992560.14,24,0.181,59,20606.76,10,0.788,0.373,0,0,1,1,36,0
Fashion,Lagos,Inventory,106,344428.33,294142.72,625725.73,6,0.203,49,7029.15,8,0.853,0.424,1,0,1,1,53,0
Tech,Kano,Inventory,78,220151.4,110487.09,416042.55,3,0.366,56,3931.28,7,0.357,0.953,0,0,1,0,39,0
Transport,Enugu,Equipment,115,781422.71,415523.23,706457.31,6,0.214,63,12403.54,18,0.314,0.504,1,0,1,1,52,0
Tech,Enugu,Equipment,118,1683884.72,1493362.44,4687470.08,18,0.224,66,25513.4,5,0.843,0.887,0,0,1,1,22,0
Agric,Rivers,Property,34,1860462.36,1332786.76,2552952.44,3,0.405,44,42283.24,7,0.265,0.489,0,0,0,1,44,1
Food Services,Kaduna,Inventory,137,1234212.47,898343.82,1781524.13,18,0.288,56,22039.51,6,0.326,0.777,0,0,0,0,34,0
Transport,Delta,Equipment,89,486304.98,292414.27,537840.25,12,0.269,61,7972.21,6,0.207,0.389,3,0,1,1,47,0
Fashion,Oyo,None,104,353703.17,324227.14,1025905.07,18,0.291,58,6098.33,8,0.365,0.527,1,0,1,0,23,0
Food Services,Kano,Inventory,111,718427.34,654838.81,1449521.88,3,0.227,54,13304.21,7,0.14,0.758,4,0,1,0,44,0
Agric,Oyo,Inventory,134,724585.04,530767.39,472712.39,9,0.176,63,11501.35,11,0.435,0.657,3,1,1,0,25,0
Trading,Lagos,Equipment,54,1975961.68,1181665.78,1939465.11,3,0.443,54,36591.88,6,0.693,0.641,0,0,1,0,56,0
Transport,Oyo,Vehicle,2,473665.68,446314.4,805760.26,3,0.238,67,7069.64,8,0.66,0.701,2,0,1,0,63,0
Retail,Lagos,None,33,510433.5,460209.59,494931.98,18,0.304,61,8367.76,6,0.058,0.591,2,1,1,0,28,0
Tech,Lagos,Property,173,4636600.43,3406208.74,9331570.89,12,0.168,65,71332.31,11,0.832,0.733,0,0,1,0,59,0
Agric,Oyo,None,40,2946415.82,2303741.67,3741191.01,18,0.195,73,40361.86,8,0.621,0.392,3,0,1,0,45,1
Retail,Oyo,Inventory,45,329554.69,229979.91,452819.94,3,0.181,57,5781.66,10,0.173,0.632,2,0,1,1,56,0
Retail,Delta,Property,154,2735642.02,1621486.15,6747849.13,6,0.165,69,39646.99,9,0.09,0.832,0,0,1,1,59,0
Retail,Oyo,Equipment,43,265748.71,214366.96,481252.8,3,0.345,61,4356.54,8,0.08,0.425,3,0,1,0,38,1
Fashion,Delta,Property,84,493534.06,395375.25,386225.43,12,0.155,67,7366.18,9,0.088,0.884,3,1,1,1,46,0
Transport,Kaduna,Property,67,546768.54,408051.58,781735.04,12,0.287,56,9763.72,9,0.365,0.206,0,0,1,1,51,0
Tech,Abuja,None,119,680217.27,589408.73,1864376.86,18,0.349,54,12596.62,9,0.772,0.588,2,0,1,1,25,0
Trading,Delta,Vehicle,107,1274138.35,896135.23,3332377.76,3,0.259,53,24040.35,11,0.226,0.708,1,0,1,1,55,0
Tech,Kano,Vehicle,93,802771.98,712389.91,1926336.03,3,0.195,47,17080.25,9,0.594,0.477,0,0,0,0,43,0
Agric,Oyo,Inventory,90,1268384.52,758060.48,3308984.05,24,0.217,57,22252.36,9,0.305,0.478,3,0,1,0,47,0
Retail,Lagos,None,150,508054.1,473919.19,370255.78,12,0.196,63,8064.35,8,0.577,0.257,4,1,1,1,49,0
Retail,Rivers,None,105,1021518.05,605030.96,822766.75,3,0.239,62,16476.1,11,0.451,0.574,5,0,1,1,54,0
Trading,Oyo,Property,92,783142.66,447999.58,428059.81,6,0.257,58,13502.46,5,0.453,0.929,1,0,0,1,21,0
Retail,Abuja,Vehicle,159,209086.42,161316.21,169897.01,9,0.269,62,3372.36,11,0.675,0.66,1,0,1,1,34,0
Agric,Oyo,Property,17,1126593.67,610485.3,2882805.27,9,0.217,55,20483.52,7,0.473,0.877,2,0,1,1,62,0
Fashion,Lagos,Inventory,150,795280.24,457738.69,473050.31,18,0.22,57,13952.28,11,0.289,0.866,1,0,1,1,63,0
Food Services,Abuja,None,36,383648.24,317685.88,637986.91,9,0.342,60,6394.14,7,0.078,0.819,1,0,1,0,40,0
Trading,Enugu,Inventory,60,497644.92,317829.98,556262.92,12,0.157,69,7212.25,8,0.885,0.717,3,0,1,1,49,0
Transport,Oyo,Inventory,3,508749.65,437552.47,1313208.59,18,0.282,64,7949.21,7,0.527,0.254,2,0,1,1,21,0
Transport,Delta,None,103,585120.67,333518.07,1466993.11,3,0.429,53,11040.01,10,0.761,0.789,1,1,1,1,63,1
Retail,Delta,None,149,3552145.37,2391963.72,8578384.22,9,0.378,57,62318.34,9,0.075,0.88,2,2,1,0,45,1
Tech,Kaduna,None,69,4786112.22,3225023.97,6918999.99,6,0.25,71,67410.03,6,0.314,0.531,2,0,1,1,40,0
Fashion,Lagos,None,119,62728.12,44924.53,176515.48,18,0.315,67,936.24,13,0.058,0.793,0,0,0,0,39,0
Retail,Oyo,Property,71,1131842.01,774945.62,3100846.53,3,0.445,61,18554.79,6,0.71,0.402,2,0,1,1,30,1
Trading,Rivers,Inventory,136,1722791.04,1161253.46,3664440.74,6,0.365,65,26504.48,13,0.435,0.45,2,0,1,0,62,0
Retail,Abuja,Inventory,179,600507.79,389007.09,1219920.14,12,0.327,53,11330.34,12,0.627,0.36,4,0,0,0,35,0
Agric,Rivers,Inventory,128,1681641.7,852285.92,2257375.49,12,0.318,66,25479.42,8,0.542,0.206,3,0,1,0,51,0
Retail,Kano,Vehicle,61,3232449.99,2513118.91,7563032.97,3,0.418,49,65968.37,5,0.808,0.674,2,0,1,1,22,0
Agric,Lagos,Property,148,212212.25,151322.43,604003.55,24,0.208,48,4421.09,6,0.431,0.883,2,0,1,1,25,0
Agric,Oyo,Equipment,7,822731.93,549566.16,1061766.72,3,0.324,59,13944.61,11,0.377,0.487,2,0,1,1,43,0
Food Services,Rivers,Equipment,177,4244236.32,2525900.6,5156000.07,9,0.255,56,75789.93,7,0.332,0.611,0,0,1,1,21,0
Trading,Oyo,Equipment,151,239428.77,215755.38,277487.61,3,0.29,51,4694.68,10,0.831,0.728,0,0,1,0,40,0
Transport,Enugu,Equipment,117,657559.74,399173.1,1944991.09,12,0.162,50,13151.19,7,0.65,0.505,1,1,1,0,44,0
Fashion,Rivers,Inventory,112,487206.07,445509.04,901718.12,9,0.388,55,8858.29,4,0.853,0.622,1,0,1,0,36,0
Transport,Lagos,Inventory,46,1879851.73,1123716.7,5487140.36,18,0.205,52,36150.99,5,0.09,0.997,1,0,1,1,63,0
Food Services,Kaduna,Inventory,78,2131041.43,1997087.8,4354673.69,12,0.319,57,37386.69,8,0.581,0.658,3,0,1,1,60,0
Trading,Enugu,Inventory,19,844157.72,581567.36,1041397.65,24,0.427,63,13399.33,6,0.236,0.643,1,1,1,0,61,0
Retail,Abuja,None,61,750870.42,555435.99,1476203.56,3,0.227,47,15975.97,5,0.873,0.491,1,1,1,1,34,0
Agric,Delta,Inventory,106,155246.11,98498.18,137954.18,12,0.248,64,2425.72,8,0.679,0.579,2,1,1,0,29,0
Transport,Rivers,Inventory,65,2625290.91,2422175.83,4253629.61,9,0.272,64,41020.17,9,0.507,0.627,1,1,1,1,50,0
Transport,Delta,Inventory,138,530805.17,332898.12,853104.25,12,0.313,57,9312.37,9,0.621,0.463,2,0,1,1,22,0
Food Services,Lagos,Inventory,153,641720.06,531726.24,1245801.25,24,0.219,68,9437.06,6,0.052,0.923,0,0,0,1,54,0
Retail,Enugu,None,101,1748799.0,890524.96,2567419.66,24,0.372,66,26496.95,9,0.577,0.463,3,2,1,0,58,0
Agric,Lagos,None,62,871385.46,654779.45,1427191.08,24,0.339,59,14769.25,4,0.575,0.628,1,1,1,1,42,1
Food Services,Rivers,Inventory,55,1800288.98,1500917.14,4843475.84,24,0.178,58,31039.47,8,0.586,0.249,1,0,1,0,28,0
Transport,Kano,Equipment,98,1255530.97,893803.67,1193982.51,18,0.303,53,23689.26,5,0.274,0.858,2,0,1,1,49,0
Fashion,Lagos,None,129,876251.43,691794.11,2459307.1,24,0.258,66,13276.54,4,0.362,0.724,1,1,1,1,47,1
Tech,Kano,None,23,964532.16,815633.08,1780867.76,18,0.255,55,17536.95,6,0.142,0.384,3,0,1,1,32,0
Tech,Rivers,None,81,265535.69,192541.81,550238.59,3,0.445,64,4149.0,5,0.477,0.662,1,0,1,0,57,0
Retail,Lagos,Inventory,79,637887.93,381547.18,485217.52,24,0.272,46,13867.13,6,0.572,0.264,6,1,0,0,33,0
Fashion,Delta,None,52,1935047.33,1313021.35,1670226.03,18,0.157,69,28044.16,9,0.443,0.422,2,0,1,1,47,0
Agric,Delta,Inventory,43,324884.16,269280.42,757443.6,24,0.256,62,5240.07,12,0.756,0.594,3,0,1,1,32,0
Food Services,Delta,Inventory,151,383176.7,238332.6,1054368.49,6,0.33,57,6722.4,12,0.607,0.33,2,0,0,1,45,0
Agric,Rivers,Vehicle,78,330492.14,259243.18,593940.18,12,0.308,65,5084.49,7,0.642,0.661,1,1,1,1,51,0
Tech,Kano,Equipment,104,837387.78,474573.94,769405.01,9,0.173,62,13506.25,10,0.617,0.687,0,0,1,0,21,0
Retail,Abuja,None,7,2577359.46,2367644.76,6423522.91,3,0.2,50,51547.19,5,0.103,0.276,1,0,1,0,61,1
Transport,Abuja,Inventory,51,1193551.64,920636.99,3334578.14,12,0.381,67,17814.2,7,0.201,0.536,1,1,0,0,24,0
Transport,Kano,Property,41,102819.85,73076.31,223678.87,6,0.152,63,1632.06,6,0.842,0.671,0,0,1,0,38,0
Food Services,Oyo,None,59,1307676.56,1131382.62,1251653.75,3,0.219,65,20118.1,15,0.413,0.58,1,0,0,0,62,0
Fashion,Kano,Vehicle,151,489979.56,420758.66,750244.56,6,0.444,56,8749.64,7,0.407,0.937,1,0,1,1,51,0
Agric,Abuja,Inventory,103,1153653.15,627351.24,3287438.31,18,0.347,51,22620.65,8,0.391,0.939,1,0,1,1,26,0
Agric,Delta,None,162,637589.44,406895.91,624168.8,18,0.224,59,10806.6,7,0.248,0.511,1,0,1,0,51,1
Food Services,Delta,None,76,336242.9,237508.46,311657.91,6,0.208,63,5337.19,9,0.735,0.44,1,1,0,1,31,1
Tech,Abuja,Vehicle,138,683974.26,446801.38,1542003.75,9,0.275,60,11399.57,12,0.644,0.755,0,0,1,1,26,0
Trading,Rivers,Vehicle,29,490253.02,315127.45,910774.33,18,0.344,56,8754.52,8,0.573,0.762,1,0,1,0,24,0
Fashion,Oyo,Property,146,962167.14,633573.24,973552.87,9,0.201,59,16307.92,9,0.077,0.352,2,0,1,1,27,0
Transport,Abuja,None,110,328599.66,185304.64,670769.82,9,0.374,57,5764.91,9,0.596,0.702,3,1,1,0,38,0
Trading,Delta,Property,7,265058.84,146773.1,753214.2,24,0.163,61,4345.23,11,0.734,0.981,2,0,1,1,61,0
Fashion,Kano,None,124,1409680.53,869970.04,3718725.66,3,0.208,55,25630.56,4,0.23,0.857,1,1,1,0,54,0
Transport,Lagos,Inventory,86,1978709.75,1051757.01,1021667.13,18,0.327,67,29532.98,9,0.453,0.281,1,0,1,0,26,0
Transport,Rivers,Equipment,1,1229418.7,896982.65,3309533.95,12,0.362,67,18349.53,9,0.756,0.35,2,1,0,0,32,1
Food Services,Lagos,Vehicle,152,406811.19,231439.49,840982.49,9,0.352,59,6895.1,3,0.065,0.547,3,0,1,1,55,0
Tech,Kano,Inventory,97,374721.01,198753.98,437604.55,18,0.229,67,5592.85,10,0.541,0.609,5,0,1,1,36,0
Tech,Abuja,Inventory,109,394652.02,345997.58,289496.77,6,0.266,57,6923.72,6,0.2,0.386,0,0,1,0,30,0
Transport,Kaduna,None,104,1625547.82,1242535.07,4759629.92,12,0.161,67,24261.91,7,0.878,0.696,1,1,1,0,23,0
Agric,Delta,Inventory,17,347130.49,313896.92,198764.9,6,0.15,53,6549.63,8,0.451,0.42,2,0,1,1,32,1
Agric,Rivers,None,60,1616277.88,1523385.13,1554129.54,18,0.275,45,35917.29,8,0.319,0.575,1,0,1,1,35,0
Fashion,Delta,Property,126,1293953.53,992577.67,2818384.69,9,0.313,55,23526.43,10,0.726,0.717,3,0,0,1,40,0
Agric,Oyo,None,61,2222080.07,1906966.44,5321596.95,18,0.396,64,34720.0,9,0.754,0.513,0,0,1,0,46,1
Tech,Abuja,Equipment,160,1898999.58,1085836.36,2215484.42,12,0.439,65,29215.38,10,0.839,0.616,0,0,1,1,51,0
Agric,Kano,None,57,1188722.82,967936.48,2784792.71,3,0.33,61,19487.26,5,0.502,0.423,1,0,1,0,28,0
Agric,Kano,Inventory,83,194499.9,145349.66,469315.16,12,0.395,66,2946.97,7,0.222,0.279,3,0,1,1,39,0
Transport,Rivers,None,80,1263145.43,1016044.87,3166474.74,3,0.189,67,18852.92,12,0.854,0.623,3,0,0,1,25,0
Fashion,Kaduna,Inventory,4,809300.89,442789.47,1930024.54,18,0.395,55,14714.56,5,0.608,0.821,0,0,1,1,61,0
Tech,Lagos,Inventory,146,521295.13,480173.7,303214.65,6,0.226,52,10024.91,8,0.092,0.476,0,0,0,1,61,0
Trading,Lagos,Equipment,25,2485543.29,1709728.94,6787445.48,24,0.273,51,48736.14,8,0.101,0.368,1,0,1,1,63,0
Agric,Abuja,Vehicle,84,636537.05,540489.77,1213843.61,6,0.156,57,11167.32,9,0.84,0.315,2,1,0,1,61,1
Agric,Rivers,None,163,452931.41,428371.39,714553.42,9,0.29,45,10065.14,6,0.315,0.572,0,0,1,1,38,0
Food Services,Lagos,Inventory,178,2005994.59,1791333.91,1125531.23,12,0.345,55,36472.63,10,0.364,0.486,1,0,0,0,42,0
Retail,Kano,Vehicle,42,506569.38,324339.89,1001488.4,3,0.226,64,7915.15,10,0.388,0.84,1,0,1,0,37,0
Retail,Kano,None,68,432984.02,294814.18,392672.79,6,0.393,58,7465.24,8,0.205,0.728,2,0,1,0,41,1
Trading,Rivers,Property,102,264490.68,209448.68,494382.3,24,0.428,60,4408.18,8,0.867,0.999,2,1,1,0,41,0
Tech,Kaduna,Vehicle,126,348656.19,258741.39,339255.15,9,0.321,67,5203.82,7,0.616,0.904,2,0,1,1,41,0
Food Services,Delta,Property,45,376641.69,257862.16,836065.17,18,0.223,59,6383.76,5,0.835,0.449,3,0,1,1,47,0
Retail,Enugu,Inventory,99,1275619.84,1012863.03,921143.16,9,0.362,71,17966.48,10,0.129,0.685,3,0,1,1,45,0
Transport,Oyo,Equipment,150,291511.56,265067.9,583301.46,6,0.238,66,4416.84,6,0.091,0.811,3,1,1,1,61,0
Agric,Delta,Inventory,137,137028.61,87598.71,289062.31,12,0.199,61,2246.37,11,0.771,0.685,0,0,1,0,54,0
Agric,Abuja,Inventory,148,958291.05,534488.99,1426045.36,3,0.236,53,18080.96,9,0.192,0.622,1,1,1,1,21,0
Fashion,Kano,Vehicle,160,412274.16,331504.42,1151435.72,24,0.282,62,6649.58,4,0.385,0.716,1,0,0,0,58,0
Trading,Lagos,None,155,718815.34,550122.14,1305637.47,18,0.218,59,12183.31,7,0.784,0.334,2,0,1,1,48,0
Tech,Enugu,Property,92,2313273.96,2099329.92,5497021.77,18,0.251,63,36718.63,9,0.153,0.556,0,0,1,0,28,0
Retail,Lagos,Inventory,175,777928.79,648945.6,1253467.15,3,0.269,68,11440.13,9,0.709,0.577,1,0,1,0,57,0
Trading,Enugu,None,89,2838138.69,1926234.06,7036557.12,6,0.376,70,40544.84,5,0.107,0.207,2,0,0,1,62,0
Tech,Kaduna,Equipment,128,686023.95,538527.57,1882106.82,9,0.407,55,12473.16,2,0.234,0.442,1,0,1,0,56,0
Food Services,Rivers,Property,169,1805342.41,1603261.71,2766636.62,9,0.397,78,23145.42,6,0.538,0.27,2,1,1,1,25,0
Trading,Oyo,Inventory,8,445661.73,292515.84,1300620.39,3,0.208,60,7427.7,11,0.593,0.822,1,0,1,0,64,0
Fashion,Abuja,Property,168,803651.97,406826.26,709481.51,3,0.393,64,12557.06,8,0.389,0.974,1,0,1,1,45,0
Tech,Kano,Inventory,148,315000.28,246283.98,823858.74,12,0.342,51,6176.48,8,0.856,0.878,0,0,1,0,32,0
Fashion,Oyo,Vehicle,179,350536.74,179357.88,636079.41,9,0.221,48,7302.85,8,0.79,0.469,2,0,1,1,39,0
Trading,Rivers,Equipment,139,595883.35,549324.57,504135.58,6,0.263,40,14897.08,11,0.271,0.375,0,0,1,1,54,0
Food Services,Kaduna,Property,29,220646.99,127024.15,455267.74,12,0.254,57,3871.0,4,0.849,0.608,0,0,0,1,22,0
Trading,Kano,None,55,841906.27,562745.82,697341.1,24,0.281,73,11532.96,6,0.431,0.986,2,2,0,0,43,0
Food Services,Kano,Inventory,1,555440.08,514241.9,1510082.11,24,0.403,58,9576.55,9,0.182,0.591,1,0,1,0,55,0
Transport,Kaduna,Vehicle,109,900875.13,482840.93,2288194.68,24,0.273,59,15269.07,14,0.06,0.241,0,0,1,1,55,0
Retail,Rivers,None,79,223714.98,112294.66,477807.56,6,0.166,54,4142.87,9,0.763,0.386,1,0,1,0,59,0
Trading,Kano,Inventory,85,1371696.81,749819.48,1484811.62,6,0.371,80,17146.21,4,0.711,0.413,1,1,1,1,38,0
